// JOGOS
// Version 1.01
// File Date:2023/11/29 16:53:52
// (C) 2020 JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
Model=JOGOS

[Head]
SondeName=ASTD102-ALC-R02
SondeNo=0043
SensorType=D0D1T1C1C2K0U3O0TOB0
SensorType2=06070303000202020302
Channel=10
Comment=
MeasMode=0

PreHeat=5000
Interval=100
SampleCnt=420

StartTime=2023/11/28 07:31:11
EndTime=2023/11/28 07:31:52

DepAdjRho=1.0197

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=0
PC_SWC=0
PC_SWD=0

DepthZero=0
StartDepthA=0
StartDepthB=0

FilmNo=200634BA

CondDepB=0
DepM=0

FormulaDOM=0
ExplanationDOM=Weiss (1970)

CoefDate=2020/12/14

Ch1=-4.601411e-01,+1.356948e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.723990e+00,+1.068250e-03,-1.248265e-08,+2.843085e-13,-3.370901e-18,+2.411280e-23,+0.000000e+00,+0.000000e+00,
Ch4=+4.325510e-02,+3.798688e+01,+1.186168e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.618386e+00,+8.551577e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-1.015588e+01,+1.555503e-02,+1.442732e-07,-3.746744e-13,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.188910e+01,+2.099913e+06,-7.080700e+03,+9.905000e-03,+3.700000e-03,+5.330000e-05,+0.000000E+00,+1.023938E+00,
Ch9=-5.392881e+00,+1.074399e-03,-1.316831e-08,+3.168879e-13,-4.049353e-18,+2.921558e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Measurement Date/Time,Press. [dbar],Temp. [℃],Salinity,Cond. [mS/cm],EC [μS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [ppb],Turb. [FTU],DO [%],DO [mg/l],DO [μmol/l],Batt. [V]
2023/11/28 07:31:23,0.176,19.958,0.082,0.152,170.499,998.278,-1.723,0.09,0.09,13.10,99.87,9.075,283.601,8.51,
2023/11/28 07:31:23,0.176,19.960,0.077,0.142,159.676,998.274,-1.727,0.01,0.01,12.92,99.98,9.086,283.951,8.49,
2023/11/28 07:31:23,0.176,19.961,0.107,0.199,223.947,998.296,-1.705,0.02,0.02,12.80,99.89,9.075,283.620,8.50,
2023/11/28 07:31:23,0.176,19.962,0.096,0.179,201.705,998.288,-1.713,0.09,0.09,12.76,99.82,9.069,283.427,8.50,
2023/11/28 07:31:23,0.176,19.963,0.085,0.158,177.796,998.279,-1.722,0.19,0.19,12.97,99.80,9.067,283.376,8.48,
2023/11/28 07:31:23,0.176,19.964,0.087,0.161,180.638,998.280,-1.721,0.07,0.07,12.86,99.82,9.070,283.444,8.48,
2023/11/28 07:31:23,0.176,19.965,0.084,0.156,175.045,998.278,-1.723,0.05,0.05,12.69,99.86,9.072,283.529,8.49,
2023/11/28 07:31:23,0.190,19.966,0.082,0.151,169.872,998.276,-1.725,-0.03,-0.03,12.83,99.84,9.070,283.464,8.47,
2023/11/28 07:31:23,0.176,19.967,0.078,0.144,161.459,998.273,-1.728,-0.03,-0.03,12.89,99.86,9.071,283.498,8.48,
2023/11/28 07:31:24,0.190,19.969,0.076,0.141,158.102,998.271,-1.730,0.02,0.02,12.86,99.89,9.075,283.606,8.49,
2023/11/28 07:31:24,0.176,19.970,0.077,0.142,160.028,998.272,-1.729,-0.06,-0.06,12.88,99.86,9.071,283.499,8.48,
2023/11/28 07:31:24,0.190,19.971,0.078,0.143,161.248,998.272,-1.729,0.03,0.03,12.96,99.84,9.070,283.454,8.50,
2023/11/28 07:31:24,0.176,19.973,0.076,0.139,156.307,998.270,-1.731,0.05,0.05,13.07,99.93,9.078,283.705,8.48,
2023/11/28 07:31:24,0.176,19.974,0.074,0.137,153.670,998.269,-1.732,0.05,0.05,12.97,99.86,9.072,283.505,8.50,
2023/11/28 07:31:24,0.176,19.974,0.073,0.133,150.032,998.267,-1.734,0.04,0.04,12.86,99.88,9.072,283.527,8.50,
2023/11/28 07:31:24,0.176,19.975,0.072,0.132,148.608,998.266,-1.734,0.04,0.04,12.94,99.85,9.069,283.432,8.50,
2023/11/28 07:31:24,0.176,19.975,0.072,0.132,147.997,998.266,-1.734,0.05,0.05,13.31,99.92,9.077,283.668,8.49,
2023/11/28 07:31:24,0.176,19.974,0.075,0.138,155.241,998.269,-1.732,-0.02,-0.02,13.15,99.86,9.071,283.487,8.49,
2023/11/28 07:31:24,0.176,19.975,0.075,0.138,155.485,998.269,-1.732,-0.09,-0.09,13.21,99.80,9.065,283.310,8.49,
2023/11/28 07:31:25,0.176,19.976,0.074,0.136,152.904,998.268,-1.733,0.02,0.02,13.23,99.68,9.054,282.971,8.49,
2023/11/28 07:31:25,0.176,19.977,0.070,0.129,145.086,998.265,-1.736,0.03,0.03,12.94,99.80,9.065,283.286,8.49,
2023/11/28 07:31:25,0.176,19.978,0.073,0.134,150.409,998.267,-1.734,-0.08,-0.08,13.02,99.84,9.068,283.405,8.51,
2023/11/28 07:31:25,0.176,19.978,0.072,0.131,147.596,998.266,-1.735,-0.09,-0.09,13.28,99.77,9.061,283.188,8.48,
2023/11/28 07:31:25,0.176,19.978,0.071,0.130,146.370,998.265,-1.736,0.13,0.13,13.20,99.79,9.064,283.266,8.49,
2023/11/28 07:31:25,0.176,19.979,0.089,0.164,184.693,998.278,-1.722,0.06,0.06,13.37,99.77,9.062,283.209,8.49,
2023/11/28 07:31:25,0.176,19.980,0.090,0.168,188.850,998.280,-1.721,0.09,0.09,13.08,99.65,9.052,282.897,8.49,
2023/11/28 07:31:25,0.176,19.978,0.084,0.155,174.145,998.275,-1.726,0.00,0.00,13.02,99.80,9.066,283.345,8.50,
2023/11/28 07:31:25,0.176,19.976,0.094,0.175,197.242,998.283,-1.717,0.03,0.03,12.97,99.83,9.070,283.449,8.50,
2023/11/28 07:31:25,0.190,19.976,0.084,0.156,174.973,998.276,-1.725,0.06,0.06,12.94,99.85,9.071,283.486,8.48,
2023/11/28 07:31:26,0.176,19.975,0.078,0.144,162.301,998.271,-1.730,0.21,0.21,12.99,99.74,9.063,283.222,8.49,
2023/11/28 07:31:26,0.176,19.974,0.077,0.142,160.193,998.271,-1.730,0.09,0.09,13.04,99.82,9.069,283.426,8.49,
2023/11/28 07:31:26,0.176,19.974,0.078,0.143,161.174,998.271,-1.730,0.01,0.01,13.00,99.86,9.072,283.531,8.49,
2023/11/28 07:31:26,0.176,19.973,0.076,0.139,156.663,998.270,-1.731,-0.05,-0.05,12.84,99.94,9.081,283.805,8.49,
2023/11/28 07:31:26,0.176,19.972,0.074,0.136,153.206,998.269,-1.732,0.04,0.04,12.94,99.85,9.072,283.511,8.50,
2023/11/28 07:31:26,0.176,19.971,0.073,0.135,151.318,998.268,-1.733,0.09,0.09,12.89,99.80,9.067,283.364,8.50,
2023/11/28 07:31:26,0.176,19.972,0.078,0.144,161.410,998.272,-1.729,0.13,0.13,12.76,99.75,9.063,283.224,8.51,
