// JOGOS
// Version 1.01
// File Date:2023/11/29 16:52:55
// (C) 2020 JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
Model=JOGOS

[Head]
SondeName=ASTD102-ALC-R02
SondeNo=0043
SensorType=D0D1T1C1C2K0U3O0TOB0
SensorType2=06070303000202020302
Channel=10
Comment=
MeasMode=0

PreHeat=5000
Interval=100
SampleCnt=940

StartTime=2023/11/28 06:59:01
EndTime=2023/11/28 07:00:34

DepAdjRho=1.0197

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=0
PC_SWC=0
PC_SWD=0

DepthZero=0
StartDepthA=0
StartDepthB=0

FilmNo=200634BA

CondDepB=0
DepM=0

FormulaDOM=0
ExplanationDOM=Weiss (1970)

CoefDate=2020/12/14

Ch1=-4.601411e-01,+1.356948e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.723990e+00,+1.068250e-03,-1.248265e-08,+2.843085e-13,-3.370901e-18,+2.411280e-23,+0.000000e+00,+0.000000e+00,
Ch4=+4.325510e-02,+3.798688e+01,+1.186168e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.618386e+00,+8.551577e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-1.015588e+01,+1.555503e-02,+1.442732e-07,-3.746744e-13,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.188910e+01,+2.099913e+06,-7.080700e+03,+9.905000e-03,+3.700000e-03,+5.330000e-05,+0.000000E+00,+1.023938E+00,
Ch9=-5.392881e+00,+1.074399e-03,-1.316831e-08,+3.168879e-13,-4.049353e-18,+2.921558e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Measurement Date/Time,Press. [dbar],Temp. [℃],Salinity,Cond. [mS/cm],EC [μS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [ppb],Turb. [FTU],DO [%],DO [mg/l],DO [μmol/l],Batt. [V]
2023/11/28 06:59:02,0.163,19.531,0.045,0.077,87.999,998.336,-1.665,-0.18,-0.18,7.43,100.57,9.167,286.488,8.51,
2023/11/28 06:59:02,0.163,19.532,0.045,0.078,88.480,998.336,-1.665,-0.18,-0.18,6.02,100.57,9.167,286.471,8.52,
2023/11/28 06:59:03,0.176,19.534,0.045,0.078,88.443,998.336,-1.665,-0.11,-0.11,4.10,100.54,9.163,286.365,8.54,
2023/11/28 06:59:03,0.163,19.536,0.045,0.078,88.261,998.335,-1.666,-0.07,-0.07,2.63,100.53,9.163,286.371,8.51,
2023/11/28 06:59:03,0.163,19.537,0.045,0.077,88.033,998.335,-1.666,-0.13,-0.13,1.83,100.49,9.160,286.256,8.49,
2023/11/28 06:59:03,0.163,19.539,0.045,0.077,87.978,998.334,-1.666,0.00,0.00,1.32,100.56,9.166,286.453,8.50,
2023/11/28 06:59:03,0.176,19.540,0.045,0.078,88.202,998.334,-1.666,0.04,0.04,0.90,100.58,9.168,286.506,8.52,
2023/11/28 06:59:03,0.163,19.541,0.045,0.077,87.949,998.334,-1.667,0.01,0.01,0.96,100.58,9.168,286.506,8.51,
2023/11/28 06:59:03,0.176,19.544,0.045,0.077,88.063,998.333,-1.667,0.25,0.25,1.73,100.64,9.172,286.634,8.52,
2023/11/28 06:59:03,0.163,19.551,0.044,0.077,87.633,998.332,-1.669,0.27,0.27,2.71,100.76,9.181,286.939,8.52,
2023/11/28 06:59:03,0.163,19.558,0.045,0.077,87.868,998.330,-1.670,0.15,0.15,3.23,100.77,9.182,286.958,8.51,
2023/11/28 06:59:03,0.176,19.566,0.044,0.077,87.685,998.329,-1.672,0.26,0.26,3.36,100.71,9.175,286.739,8.51,
2023/11/28 06:59:04,0.176,19.570,0.045,0.077,88.005,998.328,-1.673,0.21,0.21,3.25,100.59,9.162,286.341,8.51,
2023/11/28 06:59:04,0.176,19.573,0.045,0.078,88.211,998.328,-1.673,0.03,0.03,3.12,100.60,9.164,286.402,8.51,
2023/11/28 06:59:04,0.176,19.574,0.045,0.078,88.127,998.327,-1.674,-0.15,-0.15,2.89,100.55,9.158,286.208,8.50,
2023/11/28 06:59:04,0.176,19.574,0.045,0.078,88.068,998.327,-1.673,-0.09,-0.09,2.71,100.52,9.157,286.161,8.51,
2023/11/28 06:59:04,0.176,19.572,0.045,0.077,87.986,998.328,-1.673,-0.11,-0.11,3.22,100.45,9.149,285.932,8.52,
2023/11/28 06:59:04,0.176,19.571,0.045,0.078,88.148,998.328,-1.673,0.02,0.02,2.98,100.53,9.157,286.162,8.49,
2023/11/28 06:59:04,0.176,19.570,0.045,0.077,88.012,998.328,-1.673,-0.02,-0.02,2.87,100.62,9.165,286.421,8.50,
2023/11/28 06:59:04,0.163,19.569,0.045,0.078,88.017,998.328,-1.673,0.01,0.01,2.52,100.69,9.171,286.600,8.50,
2023/11/28 06:59:04,0.176,19.567,0.045,0.077,87.948,998.329,-1.672,-0.03,-0.03,2.55,100.66,9.168,286.504,8.53,
2023/11/28 06:59:04,0.176,19.565,0.045,0.077,87.987,998.329,-1.672,-0.02,-0.02,2.68,100.63,9.165,286.440,8.53,
2023/11/28 06:59:05,0.176,19.565,0.045,0.077,87.759,998.329,-1.672,0.31,0.31,2.79,100.72,9.173,286.664,8.50,
2023/11/28 06:59:05,0.176,19.568,0.045,0.077,87.975,998.328,-1.672,0.17,0.17,2.11,100.73,9.172,286.657,8.49,
2023/11/28 06:59:05,0.176,19.574,0.044,0.077,87.679,998.327,-1.673,-0.07,-0.07,1.45,100.60,9.159,286.226,8.51,
2023/11/28 06:59:05,0.176,19.578,0.045,0.078,88.049,998.326,-1.674,-0.04,-0.04,1.26,100.59,9.157,286.182,8.51,
2023/11/28 06:59:05,0.176,19.581,0.044,0.077,87.668,998.326,-1.675,0.13,0.13,1.02,100.53,9.151,285.996,8.51,
2023/11/28 06:59:05,0.176,19.585,0.045,0.077,87.797,998.325,-1.676,0.15,0.15,0.87,100.44,9.143,285.748,8.52,
2023/11/28 06:59:05,0.163,19.586,0.045,0.077,87.816,998.325,-1.676,0.21,0.21,1.02,100.55,9.153,286.050,8.52,
2023/11/28 06:59:05,0.163,19.588,0.044,0.077,87.721,998.324,-1.676,0.12,0.12,1.24,100.64,9.160,286.283,8.52,
2023/11/28 06:59:05,0.163,19.588,0.044,0.077,87.629,998.324,-1.677,-0.01,-0.01,1.09,100.64,9.161,286.292,8.50,
2023/11/28 06:59:05,0.163,19.591,0.044,0.077,87.517,998.324,-1.677,0.04,0.04,1.04,100.54,9.151,285.973,8.51,
2023/11/28 06:59:06,0.176,19.594,0.044,0.077,87.506,998.323,-1.678,0.03,0.03,1.48,100.45,9.140,285.657,8.51,
2023/11/28 06:59:06,0.176,19.596,0.044,0.077,87.540,998.323,-1.678,0.03,0.03,1.76,100.46,9.142,285.717,8.50,
2023/11/28 06:59:06,0.163,19.598,0.044,0.077,87.448,998.322,-1.679,0.09,0.09,2.05,100.55,9.150,285.950,8.51,
2023/11/28 06:59:06,0.176,19.600,0.044,0.077,87.311,998.322,-1.679,0.25,0.25,2.05,100.57,9.151,285.987,8.51,
2023/11/28 06:59:06,0.176,19.601,0.044,0.077,87.318,998.322,-1.679,0.05,0.05,2.03,100.56,9.149,285.934,8.52,
2023/11/28 06:59:06,0.163,19.603,0.044,0.077,87.486,998.321,-1.679,0.31,0.31,2.30,100.65,9.157,286.168,8.52,
2023/11/28 06:59:06,0.163,19.606,0.044,0.077,87.630,998.321,-1.680,0.06,0.06,2.70,100.62,9.153,286.062,8.52,
2023/11/28 06:59:06,0.176,19.610,0.044,0.077,87.625,998.320,-1.681,0.07,0.07,2.90,100.55,9.146,285.833,8.51,
2023/11/28 06:59:06,0.176,19.611,0.044,0.077,87.435,998.320,-1.681,0.12,0.12,3.79,100.54,9.144,285.781,8.52,
2023/11/28 06:59:06,0.176,19.610,0.044,0.077,87.366,998.320,-1.681,0.10,0.10,4.93,100.52,9.144,285.762,8.52,
2023/11/28 06:59:07,0.176,19.610,0.044,0.077,87.443,998.320,-1.681,0.09,0.09,6.30,100.37,9.130,285.326,8.53,
2023/11/28 06:59:07,0.176,19.610,0.044,0.077,87.374,998.320,-1.681,0.05,0.05,6.83,100.36,9.129,285.299,8.53,
2023/11/28 06:59:07,0.163,19.610,0.044,0.077,87.233,998.320,-1.681,0.05,0.05,6.86,100.42,9.135,285.486,8.51,
2023/11/28 06:59:07,0.163,19.610,0.044,0.077,87.619,998.320,-1.681,0.20,0.20,6.07,100.61,9.153,286.043,8.53,
2023/11/28 06:59:07,0.176,19.610,0.044,0.077,87.612,998.320,-1.681,0.03,0.03,5.21,100.49,9.141,285.688,8.52,
2023/11/28 06:59:07,0.176,19.609,0.044,0.077,87.579,998.320,-1.681,-0.06,-0.06,4.61,100.53,9.146,285.821,8.53,
2023/11/28 06:59:07,0.176,19.608,0.044,0.077,87.315,998.320,-1.681,-0.02,-0.02,3.61,100.49,9.142,285.697,8.52,
2023/11/28 06:59:07,0.176,19.608,0.044,0.077,87.512,998.320,-1.681,0.03,0.03,2.90,100.47,9.140,285.635,8.51,
2023/11/28 06:59:07,0.176,19.609,0.044,0.077,87.438,998.320,-1.681,0.00,0.00,2.74,100.44,9.137,285.538,8.51,
2023/11/28 06:59:07,0.163,19.610,0.044,0.077,87.290,998.320,-1.681,0.06,0.06,2.63,100.47,9.139,285.620,8.52,
2023/11/28 06:59:08,0.163,19.611,0.044,0.077,87.267,998.320,-1.681,0.01,0.01,2.54,100.47,9.137,285.561,8.51,
2023/11/28 06:59:08,0.163,19.614,0.044,0.077,86.995,998.319,-1.682,0.22,0.22,2.74,100.41,9.132,285.384,8.50,
2023/11/28 06:59:08,0.176,19.615,0.044,0.077,87.062,998.319,-1.682,0.20,0.20,3.17,100.33,9.124,285.137,8.49,
2023/11/28 06:59:08,0.163,19.617,0.044,0.077,86.953,998.318,-1.683,0.19,0.19,4.45,100.48,9.137,285.537,8.49,
2023/11/28 06:59:08,0.176,19.620,0.044,0.077,86.897,998.318,-1.683,0.00,0.00,7.10,100.52,9.141,285.670,8.52,
2023/11/28 06:59:08,0.176,19.620,0.044,0.077,87.069,998.318,-1.683,-0.01,-0.01,11.06,100.58,9.146,285.839,8.50,
2023/11/28 06:59:08,0.163,19.621,0.045,0.078,88.709,998.318,-1.683,0.04,0.04,14.92,100.72,9.165,286.438,8.51,
2023/11/28 06:59:08,0.176,19.622,0.045,0.078,88.780,998.318,-1.683,-0.10,-0.10,15.93,100.73,9.180,286.884,8.50,
2023/11/28 06:59:08,0.176,19.623,0.045,0.079,89.377,998.318,-1.683,-0.12,-0.12,15.79,100.74,9.190,287.211,8.51,
2023/11/28 06:59:08,0.176,19.623,0.045,0.079,89.601,998.318,-1.683,-0.09,-0.09,15.55,100.90,9.211,287.852,8.50,
2023/11/28 06:59:09,0.163,19.623,0.045,0.079,89.466,998.318,-1.683,-0.18,-0.18,15.79,100.95,9.218,288.081,8.52,
2023/11/28 06:59:09,0.163,19.623,0.045,0.079,89.725,998.318,-1.683,-0.17,-0.17,16.86,101.06,9.230,288.470,8.50,
2023/11/28 06:59:09,0.176,19.623,0.045,0.079,89.721,998.318,-1.683,-0.26,-0.26,18.61,101.10,9.235,288.604,8.50,
2023/11/28 06:59:09,0.176,19.623,0.045,0.079,89.784,998.318,-1.683,-0.10,-0.10,17.41,101.05,9.233,288.536,8.51,
2023/11/28 06:59:09,0.163,19.624,0.045,0.079,89.836,998.318,-1.683,-0.29,-0.29,14.80,101.01,9.229,288.418,8.51,
2023/11/28 06:59:09,0.176,19.624,0.046,0.079,90.061,998.318,-1.683,-0.27,-0.27,11.57,100.85,9.215,287.986,8.52,
2023/11/28 06:59:09,0.163,19.624,0.046,0.080,90.223,998.318,-1.683,-0.13,-0.13,8.26,100.84,9.214,287.959,8.50,
2023/11/28 06:59:09,0.176,19.624,0.046,0.079,90.069,998.318,-1.683,0.20,0.20,6.30,100.92,9.222,288.192,8.50,
2023/11/28 06:59:09,0.176,19.623,0.046,0.079,90.018,998.318,-1.683,0.26,0.26,5.72,100.93,9.224,288.253,8.51,
2023/11/28 06:59:09,0.176,19.623,0.046,0.080,90.199,998.318,-1.683,0.15,0.15,6.70,100.94,9.225,288.297,8.50,
2023/11/28 06:59:10,0.176,19.623,0.046,0.079,90.048,998.318,-1.683,0.30,0.30,9.11,100.92,9.223,288.252,8.52,
2023/11/28 06:59:10,0.176,19.623,0.048,0.084,94.872,998.320,-1.681,0.27,0.27,11.98,101.07,9.237,288.661,8.51,
2023/11/28 06:59:10,0.176,19.622,0.049,0.086,97.159,998.321,-1.680,0.18,0.18,13.52,101.00,9.231,288.479,8.51,
2023/11/28 06:59:10,0.176,19.620,0.052,0.093,105.453,998.324,-1.677,0.00,0.00,14.36,101.03,9.235,288.621,8.50,
2023/11/28 06:59:10,0.163,19.618,0.053,0.094,106.766,998.325,-1.676,-0.14,-0.14,15.84,101.12,9.245,288.922,8.52,
2023/11/28 06:59:10,0.176,19.616,0.053,0.093,106.052,998.325,-1.676,-0.12,-0.12,16.88,101.09,9.243,288.867,8.50,
2023/11/28 06:59:10,0.176,19.611,0.052,0.093,105.531,998.326,-1.675,-0.09,-0.09,18.82,100.98,9.234,288.580,8.50,
2023/11/28 06:59:10,0.176,19.607,0.052,0.093,105.219,998.326,-1.674,-0.28,-0.28,21.50,101.01,9.237,288.661,8.50,
2023/11/28 06:59:10,0.176,19.604,0.052,0.093,105.150,998.327,-1.674,-0.40,-0.40,23.58,101.07,9.241,288.814,8.50,
2023/11/28 06:59:10,0.163,19.604,0.052,0.093,105.098,998.327,-1.674,-0.45,-0.45,23.56,100.98,9.233,288.545,8.52,
2023/11/28 06:59:11,0.176,19.604,0.052,0.093,104.963,998.327,-1.674,-0.39,-0.39,23.22,100.93,9.228,288.385,8.53,
2023/11/28 06:59:11,0.176,19.604,0.052,0.092,104.588,998.327,-1.674,-0.32,-0.32,22.92,100.86,9.221,288.179,8.50,
2023/11/28 06:59:11,0.176,19.605,0.052,0.092,104.581,998.327,-1.674,-0.26,-0.26,22.46,101.02,9.235,288.620,8.53,
2023/11/28 06:59:11,0.176,19.606,0.052,0.092,104.749,998.327,-1.674,-0.27,-0.27,21.38,100.98,9.232,288.529,8.49,
2023/11/28 06:59:11,0.176,19.608,0.052,0.092,104.460,998.326,-1.675,-0.13,-0.13,19.68,101.06,9.239,288.745,8.51,
2023/11/28 06:59:11,0.176,19.611,0.052,0.092,104.502,998.325,-1.675,-0.10,-0.10,18.57,101.09,9.243,288.853,8.49,
2023/11/28 06:59:11,0.163,19.614,0.052,0.092,104.638,998.325,-1.676,-0.20,-0.20,18.50,100.98,9.232,288.521,8.51,
2023/11/28 06:59:11,0.176,19.616,0.052,0.092,104.645,998.325,-1.676,-0.31,-0.31,18.61,100.99,9.232,288.514,8.53,
2023/11/28 06:59:11,0.176,19.618,0.052,0.092,104.356,998.324,-1.677,-0.16,-0.16,18.76,101.02,9.235,288.612,8.50,
2023/11/28 06:59:11,0.176,19.621,0.052,0.092,104.201,998.323,-1.677,-0.19,-0.19,18.84,101.09,9.241,288.784,8.52,
2023/11/28 06:59:12,0.163,19.624,0.052,0.092,103.917,998.323,-1.678,-0.14,-0.14,19.16,100.97,9.230,288.443,8.51,
2023/11/28 06:59:12,0.176,19.627,0.052,0.092,103.905,998.322,-1.679,-0.15,-0.15,19.69,101.04,9.236,288.650,8.52,
2023/11/28 06:59:12,0.176,19.629,0.052,0.092,104.697,998.322,-1.679,-0.14,-0.14,20.00,100.91,9.224,288.273,8.50,
2023/11/28 06:59:12,0.176,19.630,0.052,0.093,105.549,998.322,-1.679,-0.09,-0.09,19.71,100.81,9.215,287.994,8.51,
2023/11/28 06:59:12,0.176,19.630,0.052,0.093,105.343,998.322,-1.679,0.01,0.01,19.18,100.85,9.219,288.101,8.49,
2023/11/28 06:59:12,0.176,19.630,0.052,0.093,105.326,998.322,-1.679,-0.15,-0.15,18.73,100.96,9.230,288.441,8.52,
2023/11/28 06:59:12,0.176,19.631,0.052,0.093,105.046,998.322,-1.679,-0.07,-0.07,16.93,101.01,9.233,288.559,8.51,
2023/11/28 06:59:12,0.176,19.632,0.052,0.093,105.045,998.322,-1.679,-0.22,-0.22,14.89,100.98,9.231,288.478,8.51,
2023/11/28 06:59:12,0.176,19.632,0.052,0.093,105.135,998.321,-1.679,-0.20,-0.20,13.76,101.00,9.232,288.532,8.49,
2023/11/28 06:59:12,0.163,19.634,0.052,0.093,105.071,998.321,-1.680,-0.09,-0.09,12.45,101.05,9.236,288.633,8.49,
2023/11/28 06:59:13,0.163,19.636,0.052,0.093,105.227,998.321,-1.680,-0.03,-0.03,11.74,100.93,9.225,288.292,8.51,
2023/11/28 06:59:13,0.176,19.638,0.052,0.093,105.035,998.320,-1.681,-0.24,-0.24,11.26,100.97,9.230,288.443,8.50,
2023/11/28 06:59:13,0.163,19.639,0.052,0.092,104.854,998.320,-1.681,-0.06,-0.06,10.82,100.92,9.223,288.248,8.50,
2023/11/28 06:59:13,0.163,19.638,0.052,0.093,104.910,998.320,-1.681,-0.05,-0.05,10.40,100.90,9.223,288.237,8.50,
2023/11/28 06:59:13,0.176,19.636,0.052,0.093,105.057,998.321,-1.680,-0.04,-0.04,10.07,100.90,9.223,288.236,8.51,
2023/11/28 06:59:13,0.176,19.634,0.052,0.093,105.060,998.321,-1.680,0.09,0.09,9.10,100.81,9.215,287.976,8.51,
2023/11/28 06:59:13,0.176,19.634,0.052,0.092,104.872,998.321,-1.680,0.05,0.05,8.51,100.89,9.222,288.218,8.50,
2023/11/28 06:59:13,0.163,19.633,0.052,0.093,105.139,998.321,-1.680,0.04,0.04,7.78,100.91,9.224,288.263,8.52,
2023/11/28 06:59:13,0.176,19.633,0.052,0.093,104.911,998.321,-1.680,-0.05,-0.05,7.22,100.88,9.221,288.183,8.50,
2023/11/28 06:59:13,0.176,19.633,0.052,0.092,104.860,998.321,-1.680,-0.02,-0.02,7.02,100.96,9.228,288.407,8.52,
2023/11/28 06:59:14,0.176,19.634,0.052,0.092,104.780,998.321,-1.680,-0.02,-0.02,6.64,100.87,9.220,288.147,8.51,
2023/11/28 06:59:14,0.176,19.634,0.052,0.092,104.648,998.321,-1.680,-0.03,-0.03,5.91,100.92,9.224,288.282,8.50,
2023/11/28 06:59:14,0.176,19.634,0.052,0.093,105.080,998.321,-1.680,0.01,0.01,5.04,100.91,9.223,288.246,8.51,
2023/11/28 06:59:14,0.176,19.635,0.052,0.092,104.692,998.321,-1.680,0.35,0.35,4.72,101.05,9.237,288.668,8.50,
2023/11/28 06:59:14,0.176,19.637,0.052,0.092,104.738,998.320,-1.681,0.09,0.09,4.45,101.03,9.234,288.588,8.49,
2023/11/28 06:59:14,0.163,19.641,0.052,0.092,104.699,998.319,-1.681,-0.09,-0.09,4.24,100.97,9.229,288.418,8.52,
2023/11/28 06:59:14,0.176,19.643,0.052,0.092,104.626,998.319,-1.682,-0.21,-0.21,4.74,100.84,9.216,288.033,8.51,
2023/11/28 06:59:14,0.176,19.644,0.052,0.092,104.394,998.319,-1.682,-0.20,-0.20,4.40,101.00,9.231,288.498,8.50,
2023/11/28 06:59:14,0.176,19.644,0.052,0.092,104.247,998.319,-1.682,0.09,0.09,4.62,100.93,9.225,288.284,8.49,
2023/11/28 06:59:14,0.176,19.644,0.052,0.092,104.502,998.319,-1.682,0.32,0.32,4.83,100.94,9.225,288.311,8.50,
2023/11/28 06:59:15,0.163,19.645,0.052,0.092,104.240,998.319,-1.682,0.17,0.17,5.00,100.98,9.229,288.411,8.51,
2023/11/28 06:59:15,0.176,19.644,0.052,0.092,104.163,998.319,-1.682,0.18,0.18,5.00,101.00,9.231,288.490,8.53,
2023/11/28 06:59:15,0.163,19.644,0.052,0.092,104.227,998.319,-1.682,0.09,0.09,5.35,100.99,9.230,288.455,8.50,
2023/11/28 06:59:15,0.176,19.643,0.052,0.092,104.511,998.319,-1.682,0.17,0.17,5.67,101.09,9.239,288.743,8.51,
2023/11/28 06:59:15,0.163,19.642,0.052,0.092,104.522,998.319,-1.682,0.10,0.10,5.29,101.02,9.233,288.544,8.50,
2023/11/28 06:59:15,0.176,19.640,0.052,0.092,104.169,998.320,-1.681,0.31,0.31,5.18,100.89,9.222,288.211,8.50,
2023/11/28 06:59:15,0.176,19.637,0.052,0.092,104.420,998.320,-1.681,0.26,0.26,5.42,101.05,9.237,288.660,8.52,
2023/11/28 06:59:15,0.176,19.634,0.052,0.092,104.085,998.321,-1.680,0.03,0.03,5.48,100.98,9.230,288.445,8.50,
2023/11/28 06:59:15,0.176,19.632,0.052,0.092,104.227,998.321,-1.680,0.15,0.15,5.61,100.92,9.225,288.300,8.52,
2023/11/28 06:59:15,0.176,19.631,0.052,0.091,103.629,998.321,-1.680,0.15,0.15,6.56,100.92,9.224,288.284,8.50,
2023/11/28 06:59:16,0.163,19.631,0.052,0.092,103.984,998.321,-1.680,0.22,0.22,6.92,101.02,9.233,288.561,8.51,
2023/11/28 06:59:16,0.176,19.632,0.052,0.092,103.757,998.321,-1.680,0.10,0.10,7.13,100.98,9.230,288.471,8.51,
2023/11/28 06:59:16,0.176,19.632,0.052,0.092,104.010,998.321,-1.680,0.01,0.01,7.45,101.07,9.238,288.706,8.52,
2023/11/28 06:59:16,0.176,19.632,0.052,0.092,104.220,998.321,-1.680,-0.13,-0.13,8.13,100.96,9.229,288.425,8.52,
2023/11/28 06:59:16,0.176,19.630,0.052,0.091,103.652,998.321,-1.679,-0.05,-0.05,8.72,101.01,9.233,288.535,8.51,
2023/11/28 06:59:16,0.176,19.627,0.052,0.092,103.790,998.322,-1.679,-0.05,-0.05,9.96,101.00,9.233,288.542,8.50,
2023/11/28 06:59:16,0.163,19.624,0.052,0.091,103.744,998.323,-1.678,-0.01,-0.01,11.09,101.04,9.236,288.633,8.49,
