// JOGOS
// Version 1.01
// File Date:2023/11/29 16:53:10
// (C) 2020 JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
Model=JOGOS

[Head]
SondeName=ASTD102-ALC-R02
SondeNo=0043
SensorType=D0D1T1C1C2K0U3O0TOB0
SensorType2=06070303000202020302
Channel=10
Comment=
MeasMode=0

PreHeat=5000
Interval=100
SampleCnt=380

StartTime=2023/11/28 07:11:25
EndTime=2023/11/28 07:12:02

DepAdjRho=1.0197

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=0
PC_SWC=0
PC_SWD=0

DepthZero=0
StartDepthA=0
StartDepthB=0

FilmNo=200634BA

CondDepB=0
DepM=0

FormulaDOM=0
ExplanationDOM=Weiss (1970)

CoefDate=2020/12/14

Ch1=-4.601411e-01,+1.356948e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.723990e+00,+1.068250e-03,-1.248265e-08,+2.843085e-13,-3.370901e-18,+2.411280e-23,+0.000000e+00,+0.000000e+00,
Ch4=+4.325510e-02,+3.798688e+01,+1.186168e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.618386e+00,+8.551577e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-1.015588e+01,+1.555503e-02,+1.442732e-07,-3.746744e-13,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.188910e+01,+2.099913e+06,-7.080700e+03,+9.905000e-03,+3.700000e-03,+5.330000e-05,+0.000000E+00,+1.023938E+00,
Ch9=-5.392881e+00,+1.074399e-03,-1.316831e-08,+3.168879e-13,-4.049353e-18,+2.921558e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Measurement Date/Time,Press. [dbar],Temp. [℃],Salinity,Cond. [mS/cm],EC [μS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [ppb],Turb. [FTU],DO [%],DO [mg/l],DO [μmol/l],Batt. [V]
2023/11/28 07:11:26,0.176,19.801,0.065,0.117,132.551,998.297,-1.704,1.95,1.95,10.47,99.87,9.119,285.001,8.53,
2023/11/28 07:11:26,0.163,19.801,0.065,0.118,132.827,998.297,-1.704,1.99,1.99,10.52,99.82,9.114,284.842,8.51,
2023/11/28 07:11:27,0.176,19.802,0.065,0.118,132.727,998.296,-1.704,1.99,1.99,10.55,99.91,9.124,285.141,8.53,
2023/11/28 07:11:27,0.163,19.802,0.064,0.117,131.927,998.296,-1.705,2.06,2.06,10.68,99.93,9.126,285.211,8.50,
2023/11/28 07:11:27,0.176,19.801,0.065,0.117,132.639,998.297,-1.704,2.04,2.04,10.71,99.90,9.124,285.131,8.50,
2023/11/28 07:11:27,0.163,19.798,0.065,0.117,132.501,998.297,-1.704,2.00,2.00,10.69,99.93,9.126,285.194,8.52,
2023/11/28 07:11:27,0.163,19.796,0.065,0.117,132.682,998.297,-1.703,2.07,2.07,10.72,99.94,9.128,285.255,8.53,
2023/11/28 07:11:27,0.163,19.794,0.065,0.117,132.584,998.298,-1.703,1.97,1.97,10.85,99.85,9.120,285.007,8.51,
2023/11/28 07:11:27,0.176,19.791,0.064,0.117,131.941,998.298,-1.703,1.89,1.89,10.79,99.94,9.129,285.297,8.50,
2023/11/28 07:11:27,0.163,19.791,0.064,0.117,132.147,998.298,-1.702,1.88,1.88,10.05,99.79,9.114,284.839,8.50,
2023/11/28 07:11:27,0.176,19.791,0.065,0.118,133.348,998.299,-1.702,1.98,1.98,9.75,99.81,9.116,284.891,8.51,
2023/11/28 07:11:27,0.163,19.792,0.065,0.118,132.719,998.298,-1.702,1.99,1.99,10.12,99.92,9.125,285.168,8.53,
2023/11/28 07:11:28,0.163,19.796,0.065,0.118,133.717,998.298,-1.703,1.99,1.99,10.45,99.84,9.119,284.979,8.49,
2023/11/28 07:11:28,0.163,19.798,0.065,0.118,132.816,998.297,-1.703,1.98,1.98,10.66,99.85,9.120,285.024,8.52,
2023/11/28 07:11:28,0.163,19.799,0.065,0.118,133.134,998.297,-1.704,2.05,2.05,10.36,99.91,9.125,285.166,8.49,
2023/11/28 07:11:28,0.163,19.800,0.065,0.118,133.460,998.297,-1.704,1.97,1.97,10.39,99.99,9.132,285.404,8.50,
2023/11/28 07:11:28,0.176,19.801,0.065,0.118,133.622,998.297,-1.704,1.96,1.96,10.40,99.96,9.130,285.323,8.51,
2023/11/28 07:11:28,0.176,19.800,0.065,0.118,133.653,998.297,-1.704,1.95,1.95,10.18,99.89,9.122,285.095,8.51,
2023/11/28 07:11:28,0.163,19.798,0.067,0.122,137.403,998.299,-1.702,2.00,2.00,9.83,99.91,9.124,285.153,8.51,
2023/11/28 07:11:28,0.176,19.797,0.070,0.128,144.947,998.302,-1.699,1.92,1.92,9.72,99.97,9.130,285.342,8.50,
2023/11/28 07:11:28,0.176,19.796,0.069,0.127,143.080,998.301,-1.700,1.89,1.89,9.62,99.99,9.132,285.387,8.51,
2023/11/28 07:11:28,0.163,19.796,0.068,0.125,140.932,998.300,-1.700,1.96,1.96,9.67,100.06,9.140,285.635,8.51,
2023/11/28 07:11:29,0.176,19.796,0.068,0.124,140.091,998.300,-1.701,2.04,2.04,9.85,100.00,9.134,285.459,8.51,
2023/11/28 07:11:29,0.176,19.796,0.068,0.124,139.609,998.300,-1.701,1.95,1.95,9.77,100.01,9.136,285.511,8.49,
2023/11/28 07:11:29,0.163,19.796,0.068,0.123,139.116,998.300,-1.701,2.01,2.01,9.80,99.94,9.128,285.274,8.51,
2023/11/28 07:11:29,0.163,19.798,0.067,0.123,138.854,998.299,-1.701,2.02,2.02,9.93,99.91,9.126,285.204,8.50,
2023/11/28 07:11:29,0.176,19.799,0.068,0.123,139.001,998.299,-1.702,2.02,2.02,9.80,100.03,9.136,285.532,8.51,
2023/11/28 07:11:29,0.176,19.799,0.067,0.123,138.771,998.299,-1.702,2.04,2.04,9.64,100.05,9.138,285.585,8.51,
2023/11/28 07:11:29,0.176,19.800,0.068,0.123,138.950,998.299,-1.702,2.03,2.03,9.75,99.87,9.122,285.072,8.50,
2023/11/28 07:11:29,0.163,19.799,0.067,0.123,138.508,998.299,-1.702,2.00,2.00,9.50,99.87,9.122,285.072,8.50,
2023/11/28 07:11:29,0.163,19.798,0.067,0.122,137.927,998.299,-1.702,1.98,1.98,8.97,99.91,9.125,285.170,8.51,
2023/11/28 07:11:29,0.176,19.796,0.067,0.123,138.405,998.300,-1.701,2.01,2.01,8.40,99.89,9.123,285.117,8.51,
2023/11/28 07:11:30,0.176,19.796,0.067,0.122,137.608,998.299,-1.701,1.99,1.99,8.24,99.94,9.128,285.267,8.51,
2023/11/28 07:11:30,0.163,19.794,0.067,0.121,136.950,998.299,-1.701,2.00,2.00,8.65,99.88,9.123,285.108,8.51,
2023/11/28 07:11:30,0.176,19.793,0.067,0.121,136.778,998.300,-1.701,1.98,1.98,9.35,99.83,9.119,284.975,8.50,
2023/11/28 07:11:30,0.163,19.791,0.067,0.121,137.120,998.300,-1.701,1.98,1.98,9.45,99.95,9.129,285.303,8.50,
2023/11/28 07:11:30,0.176,19.790,0.067,0.121,137.173,998.300,-1.700,1.98,1.98,9.77,100.05,9.139,285.603,8.50,
2023/11/28 07:11:30,0.163,19.789,0.067,0.122,137.617,998.301,-1.700,2.02,2.02,9.88,100.07,9.140,285.656,8.51,
2023/11/28 07:11:30,0.176,19.788,0.067,0.122,138.103,998.301,-1.700,2.05,2.05,9.75,100.04,9.138,285.583,8.51,
2023/11/28 07:11:30,0.163,19.786,0.067,0.122,138.355,998.302,-1.699,2.01,2.01,9.77,99.95,9.129,285.309,8.52,
2023/11/28 07:11:30,0.176,19.785,0.067,0.123,138.607,998.302,-1.699,2.02,2.02,9.56,100.00,9.135,285.493,8.50,
2023/11/28 07:11:30,0.163,19.783,0.067,0.122,137.271,998.302,-1.699,2.03,2.03,9.35,99.98,9.132,285.398,8.50,
2023/11/28 07:11:31,0.176,19.783,0.066,0.121,136.258,998.301,-1.699,1.94,1.94,9.51,100.05,9.140,285.628,8.53,
2023/11/28 07:11:31,0.163,19.782,0.066,0.121,136.627,998.302,-1.699,1.86,1.86,9.56,100.11,9.146,285.822,8.51,
2023/11/28 07:11:31,0.163,19.781,0.066,0.120,136.056,998.302,-1.699,1.92,1.92,9.40,99.94,9.130,285.327,8.51,
2023/11/28 07:11:31,0.176,19.780,0.066,0.120,135.946,998.302,-1.699,2.02,2.02,9.32,99.91,9.128,285.264,8.50,
2023/11/28 07:11:31,0.176,19.779,0.066,0.121,136.258,998.302,-1.698,2.04,2.04,9.19,99.89,9.125,285.185,8.50,
2023/11/28 07:11:31,0.176,19.778,0.067,0.121,136.881,998.303,-1.698,1.98,1.98,9.35,99.87,9.123,285.123,8.51,
2023/11/28 07:11:31,0.176,19.777,0.066,0.120,135.387,998.302,-1.698,2.04,2.04,9.39,99.85,9.123,285.113,8.50,
2023/11/28 07:11:31,0.176,19.776,0.066,0.120,135.360,998.303,-1.698,2.06,2.06,9.31,99.79,9.116,284.902,8.50,
2023/11/28 07:11:31,0.176,19.774,0.066,0.120,135.163,998.303,-1.698,2.10,2.10,9.19,99.81,9.118,284.964,8.53,
2023/11/28 07:11:31,0.176,19.771,0.066,0.119,134.703,998.303,-1.697,2.12,2.12,9.18,99.85,9.123,285.114,8.53,
2023/11/28 07:11:32,0.176,19.769,0.066,0.120,135.128,998.304,-1.697,2.10,2.10,9.16,99.94,9.131,285.377,8.51,
2023/11/28 07:11:32,0.176,19.766,0.066,0.120,135.135,998.305,-1.696,2.02,2.02,9.24,99.87,9.126,285.200,8.49,
2023/11/28 07:11:32,0.176,19.765,0.066,0.120,135.877,998.305,-1.696,2.04,2.04,8.92,99.92,9.129,285.306,8.51,
2023/11/28 07:11:32,0.163,19.762,0.067,0.121,137.006,998.306,-1.695,2.19,2.19,9.10,99.94,9.133,285.410,8.51,
2023/11/28 07:11:32,0.176,19.761,0.068,0.123,139.061,998.307,-1.694,2.29,2.29,8.89,100.07,9.145,285.789,8.51,
2023/11/28 07:11:32,0.176,19.759,0.068,0.124,140.126,998.308,-1.693,2.21,2.21,9.05,99.98,9.136,285.522,8.51,
2023/11/28 07:11:32,0.176,19.758,0.068,0.124,139.955,998.308,-1.693,2.15,2.15,9.15,99.88,9.127,285.248,8.51,
2023/11/28 07:11:32,0.163,19.756,0.068,0.124,140.117,998.308,-1.693,2.08,2.08,8.92,99.82,9.121,285.062,8.50,
2023/11/28 07:11:32,0.163,19.756,0.074,0.135,152.299,998.313,-1.688,2.07,2.07,8.69,99.83,9.123,285.106,8.53,
2023/11/28 07:11:32,0.163,19.755,0.071,0.130,146.957,998.311,-1.690,2.00,2.00,8.92,99.80,9.120,285.004,8.51,
2023/11/28 07:11:33,0.176,19.756,0.070,0.127,143.894,998.310,-1.691,2.14,2.14,8.89,99.76,9.117,284.909,8.52,
2023/11/28 07:11:33,0.176,19.758,0.069,0.126,142.757,998.309,-1.692,2.22,2.22,8.91,99.85,9.124,285.158,8.51,
2023/11/28 07:11:33,0.176,19.757,0.069,0.126,142.408,998.309,-1.692,2.20,2.20,8.91,99.94,9.133,285.423,8.50,
2023/11/28 07:11:33,0.176,19.757,0.069,0.127,142.994,998.309,-1.692,2.14,2.14,8.84,99.97,9.135,285.502,8.53,
2023/11/28 07:11:33,0.163,19.759,0.070,0.127,143.879,998.309,-1.692,2.13,2.13,8.88,100.00,9.137,285.555,8.50,
2023/11/28 07:11:33,0.176,19.759,0.070,0.129,145.293,998.310,-1.691,2.21,2.21,8.92,100.00,9.138,285.580,8.50,
2023/11/28 07:11:33,0.176,19.759,0.070,0.128,144.746,998.309,-1.691,2.08,2.08,9.04,100.13,9.149,285.927,8.51,
2023/11/28 07:11:33,0.163,19.758,0.069,0.126,142.960,998.309,-1.692,2.04,2.04,9.21,99.92,9.130,285.344,8.51,
2023/11/28 07:11:33,0.176,19.759,0.069,0.125,141.559,998.308,-1.693,1.98,1.98,8.92,99.80,9.120,285.017,8.51,
2023/11/28 07:11:33,0.176,19.760,0.068,0.125,141.092,998.308,-1.693,2.07,2.07,8.43,99.90,9.129,285.300,8.52,
2023/11/28 07:11:34,0.176,19.760,0.068,0.123,138.981,998.307,-1.694,2.19,2.19,8.05,99.96,9.134,285.462,8.52,
2023/11/28 07:11:34,0.176,19.760,0.067,0.122,138.323,998.307,-1.694,2.17,2.17,7.75,99.94,9.132,285.408,8.52,
2023/11/28 07:11:34,0.176,19.760,0.067,0.122,137.694,998.307,-1.694,2.18,2.18,7.53,99.90,9.129,285.294,8.50,
2023/11/28 07:11:34,0.176,19.759,0.067,0.122,137.646,998.307,-1.694,2.11,2.11,7.57,100.11,9.148,285.904,8.50,
2023/11/28 07:11:34,0.176,19.759,0.067,0.122,137.564,998.307,-1.694,2.04,2.04,7.86,100.08,9.146,285.816,8.50,
2023/11/28 07:11:34,0.176,19.757,0.067,0.122,138.167,998.307,-1.693,2.05,2.05,8.27,99.98,9.136,285.532,8.51,
2023/11/28 07:11:34,0.176,19.758,0.067,0.122,138.391,998.307,-1.693,2.05,2.05,9.10,99.90,9.129,285.310,8.51,
2023/11/28 07:11:34,0.163,19.757,0.067,0.122,137.871,998.307,-1.693,2.04,2.04,9.86,99.87,9.126,285.213,8.50,
2023/11/28 07:11:34,0.176,19.756,0.067,0.122,137.357,998.307,-1.693,2.10,2.10,11.50,99.97,9.136,285.514,8.53,
2023/11/28 07:11:34,0.176,19.755,0.067,0.121,137.149,998.308,-1.693,2.02,2.02,12.40,99.89,9.129,285.302,8.53,
2023/11/28 07:11:35,0.163,19.755,0.068,0.123,139.110,998.308,-1.693,1.80,1.80,12.40,99.89,9.129,285.301,8.51,
2023/11/28 07:11:35,0.163,19.757,0.067,0.122,137.770,998.307,-1.693,1.97,1.97,11.36,99.85,9.125,285.178,8.51,
2023/11/28 07:11:35,0.163,19.758,0.067,0.122,137.481,998.307,-1.694,2.10,2.10,10.23,99.86,9.125,285.179,8.53,
2023/11/28 07:11:35,0.163,19.758,0.067,0.122,138.227,998.307,-1.694,2.21,2.21,9.66,99.93,9.131,285.373,8.50,
2023/11/28 07:11:35,0.176,19.759,0.067,0.122,137.567,998.307,-1.694,2.22,2.22,9.59,99.95,9.133,285.428,8.50,
2023/11/28 07:11:35,0.163,19.759,0.067,0.121,137.171,998.307,-1.694,2.23,2.23,9.67,99.99,9.136,285.525,8.53,
2023/11/28 07:11:35,0.176,19.760,0.067,0.121,137.218,998.307,-1.694,2.27,2.27,9.62,99.97,9.134,285.464,8.50,
2023/11/28 07:11:35,0.176,19.761,0.067,0.122,137.649,998.307,-1.694,2.25,2.25,9.50,99.81,9.120,285.021,8.51,
2023/11/28 07:11:35,0.176,19.761,0.067,0.122,137.621,998.306,-1.694,2.20,2.20,9.54,99.80,9.119,284.994,8.51,
2023/11/28 07:11:35,0.176,19.760,0.067,0.122,138.166,998.307,-1.694,2.21,2.21,9.46,99.78,9.118,284.941,8.51,
2023/11/28 07:11:36,0.176,19.760,0.067,0.122,138.166,998.307,-1.694,2.14,2.14,9.43,99.90,9.129,285.294,8.51,
2023/11/28 07:11:36,0.176,19.760,0.067,0.122,137.448,998.307,-1.694,2.15,2.15,9.42,100.02,9.141,285.665,8.51,
2023/11/28 07:11:36,0.176,19.762,0.067,0.122,137.931,998.306,-1.694,2.12,2.12,9.24,99.94,9.133,285.418,8.50,
2023/11/28 07:11:36,0.163,19.763,0.067,0.122,137.733,998.306,-1.695,2.10,2.10,9.08,99.89,9.129,285.293,8.51,
2023/11/28 07:11:36,0.176,19.765,0.067,0.122,138.076,998.306,-1.695,2.15,2.15,9.10,99.94,9.132,285.392,8.51,
2023/11/28 07:11:36,0.163,19.767,0.067,0.122,138.183,998.305,-1.695,2.15,2.15,9.05,99.87,9.126,285.198,8.51,
2023/11/28 07:11:36,0.176,19.769,0.068,0.123,139.382,998.306,-1.695,2.10,2.10,9.16,99.82,9.121,285.039,8.51,
2023/11/28 07:11:36,0.163,19.768,0.068,0.123,139.422,998.306,-1.695,2.11,2.11,9.29,99.78,9.117,284.923,8.50,
2023/11/28 07:11:36,0.176,19.771,0.067,0.123,138.567,998.305,-1.696,2.17,2.17,9.24,99.92,9.131,285.356,8.49,
2023/11/28 07:11:36,0.176,19.772,0.067,0.122,137.845,998.304,-1.696,2.22,2.22,9.13,100.02,9.139,285.606,8.49,
2023/11/28 07:11:37,0.163,19.775,0.067,0.122,138.397,998.304,-1.697,2.21,2.21,9.16,99.98,9.134,285.464,8.50,
2023/11/28 07:11:37,0.163,19.778,0.067,0.123,138.481,998.303,-1.697,2.25,2.25,9.05,99.86,9.122,285.086,8.51,
2023/11/28 07:11:37,0.163,19.781,0.068,0.123,139.326,998.303,-1.698,2.30,2.30,8.92,99.87,9.124,285.138,8.50,
2023/11/28 07:11:37,0.163,19.782,0.068,0.124,139.527,998.303,-1.698,2.10,2.10,8.86,99.82,9.119,284.989,8.51,
2023/11/28 07:11:37,0.176,19.783,0.068,0.124,140.049,998.303,-1.698,2.06,2.06,8.94,99.88,9.125,285.165,8.51,
2023/11/28 07:11:37,0.176,19.783,0.068,0.125,140.754,998.303,-1.698,2.09,2.09,8.83,99.93,9.129,285.288,8.51,
2023/11/28 07:11:37,0.176,19.784,0.068,0.125,140.778,998.303,-1.698,2.04,2.04,8.96,99.91,9.126,285.209,8.50,
2023/11/28 07:11:37,0.176,19.783,0.068,0.124,139.786,998.303,-1.698,2.09,2.09,9.05,99.96,9.131,285.369,8.49,
2023/11/28 07:11:37,0.176,19.783,0.067,0.123,138.475,998.302,-1.698,2.06,2.06,8.89,99.91,9.128,285.254,8.50,
2023/11/28 07:11:37,0.163,19.783,0.067,0.123,138.672,998.302,-1.698,2.17,2.17,8.70,99.98,9.133,285.414,8.51,
2023/11/28 07:11:38,0.176,19.781,0.067,0.122,137.286,998.302,-1.699,2.08,2.08,8.84,100.09,9.145,285.785,8.48,
2023/11/28 07:11:38,0.176,19.780,0.066,0.121,136.619,998.302,-1.698,2.04,2.04,8.97,99.99,9.135,285.476,8.50,
2023/11/28 07:11:38,0.176,19.779,0.066,0.121,136.416,998.302,-1.698,2.10,2.10,8.96,99.89,9.126,285.210,8.50,
2023/11/28 07:11:38,0.163,19.778,0.066,0.120,135.631,998.302,-1.698,2.14,2.14,8.99,99.81,9.119,284.972,8.49,
2023/11/28 07:11:38,0.176,19.776,0.066,0.119,134.599,998.302,-1.698,2.14,2.14,9.13,99.97,9.134,285.467,8.50,
2023/11/28 07:11:38,0.176,19.775,0.065,0.118,133.506,998.302,-1.699,2.21,2.21,8.97,100.00,9.137,285.539,8.50,
2023/11/28 07:11:38,0.176,19.775,0.064,0.117,132.241,998.302,-1.699,2.15,2.15,9.08,99.95,9.132,285.407,8.51,
2023/11/28 07:11:38,0.176,19.775,0.064,0.117,131.662,998.302,-1.699,2.16,2.16,9.46,100.08,9.144,285.779,8.51,
2023/11/28 07:11:38,0.176,19.773,0.064,0.116,131.094,998.302,-1.699,2.04,2.04,10.23,99.98,9.135,285.487,8.50,
2023/11/28 07:11:38,0.163,19.772,0.064,0.116,130.732,998.302,-1.699,2.05,2.05,8.92,99.91,9.129,285.285,8.50,
2023/11/28 07:11:39,0.176,19.771,0.064,0.116,130.686,998.302,-1.699,2.15,2.15,5.86,99.85,9.124,285.133,8.50,
2023/11/28 07:11:39,0.163,19.771,0.064,0.115,130.268,998.302,-1.699,2.01,2.01,3.56,99.92,9.130,285.329,8.50,
2023/11/28 07:11:39,0.176,19.771,0.064,0.116,130.531,998.302,-1.699,2.15,2.15,2.14,99.88,9.126,285.196,8.50,
2023/11/28 07:11:39,0.176,19.773,0.064,0.116,131.167,998.302,-1.699,2.16,2.16,1.51,99.92,9.129,285.285,8.51,
2023/11/28 07:11:39,0.176,19.775,0.064,0.116,130.644,998.301,-1.700,2.21,2.21,1.53,99.96,9.132,285.400,8.51,
2023/11/28 07:11:39,0.163,19.778,0.064,0.116,131.478,998.301,-1.700,2.15,2.15,1.81,99.82,9.119,284.977,8.52,
2023/11/28 07:11:39,0.176,19.783,0.064,0.116,131.425,998.300,-1.701,2.14,2.14,3.53,99.83,9.121,285.054,8.50,
2023/11/28 07:11:39,0.163,19.788,0.065,0.118,132.771,998.299,-1.701,2.27,2.27,3.56,99.88,9.126,285.219,8.49,
2023/11/28 07:11:39,0.176,19.792,0.065,0.118,133.183,998.299,-1.702,2.30,2.30,2.38,99.88,9.127,285.227,8.49,
2023/11/28 07:11:39,0.176,19.794,0.065,0.118,132.913,998.298,-1.703,2.18,2.18,1.61,99.77,9.117,284.927,8.51,
2023/11/28 07:11:40,0.163,19.795,0.065,0.117,132.537,998.298,-1.703,2.04,2.04,0.74,99.79,9.120,285.023,8.51,
2023/11/28 07:11:40,0.176,19.793,0.064,0.117,132.083,998.298,-1.703,1.89,1.89,0.24,99.85,9.126,285.191,8.51,
2023/11/28 07:11:40,0.176,19.790,0.064,0.116,131.385,998.298,-1.702,1.71,1.71,-0.16,99.91,9.132,285.402,8.49,
2023/11/28 07:11:40,0.176,19.785,0.064,0.116,130.657,998.299,-1.702,1.94,1.94,-0.16,99.95,9.136,285.525,8.49,
2023/11/28 07:11:40,0.176,19.781,0.063,0.115,129.564,998.300,-1.701,2.22,2.22,0.52,99.99,9.141,285.683,8.50,
2023/11/28 07:11:40,0.163,19.777,0.063,0.114,129.070,998.300,-1.701,2.34,2.34,1.23,99.89,9.133,285.425,8.51,
2023/11/28 07:11:40,0.176,19.774,0.063,0.113,128.177,998.300,-1.700,2.50,2.50,1.67,99.80,9.125,285.168,8.53,
2023/11/28 07:11:40,0.231,19.746,1.779,3.042,3439.556,999.616,-0.385,4.85,4.85,12.48,98.87,8.969,280.292,8.51,
2023/11/28 07:11:40,0.163,19.288,2.243,3.746,4284.806,1000.063,0.062,4.36,4.36,353.53,96.89,8.824,275.778,8.51,
